href;firstName;lastName;rank_score;rank_score
a0e6753c42698f13;Omar;Morales;28.15;413
ca28cdf526d6b6e9;Nurullo;Aliev;27.71;414
37098a6e6c27fb66;Vince;Morales;27.64;415
e4a47b07044ddd72;Ignacio;Bahamondes;27.51;416
90da09db03e41748;Sergey;Khandozhko;27.45;417
e13abac8089a801a;Justin;Tafa;26.63;418
92fa1401b7927da3;Jake;Collier;26.57;419
b1e5bcaad32a3cac;Priscila;Cachoeira;26.49;420
eae431e70064e046;Abdul;Razak Alhassan;26.46;421
d35f734c56a89103;Karl;Williams;26.45;422
3143bf892608139a;Yana;Santos;26.34;423
260e9e0d4954aea6;Rodolfo;Vieira;26.16;424
6d68c1afe954f121;Ode;Osbourne;26.02;425
4e6738062d469256;Sedriques;Dumas;26.0;426
7f1bf0c255ec8756;Azat;Maksum;25.43;427
af9efbfd63d39734;Chelsea;Chandler;25.42;428
5e6294b37bbef029;Stephanie;Egger;25.18;429
dd6103dd7127db1d;Mike;Malott;25.08;430
02f8fedc18cbd26c;Emily;Ducote;24.6;431
3c8a5200436e19f3;Cameron;Saaiman;24.59;432
e0c6edcb5b5d0b90;Chepe;Mariscal;24.25;433
f2b3f4ef3f780168;Nora;Cornolle;24.14;434
8f6a18831a120817;James;Krause;23.71;435
71505842fb6455c3;Dustin;Stoltzfus;23.53;436
67c1d46f4ed16f9e;Matt;Schnell;23.37;437
e375cb5caf4717b6;Piera;Rodriguez;23.32;438
4e30e4250cb08b61;Loma;Lookboonmee;22.95;439
2c5f5749569eef66;Tainara;Lisboa;22.33;440
1291edf2d566a71a;Julio;Arce;21.86;441
57186c150c645200;Jeka;Saragih;21.15;442
6e00cfffd54653c4;Tyson;Nam;21.08;443
6c9b66b43663f2f7;Viktoriia;Dudakova;20.75;444
b9f28e7045fdfce7;Raoni;Barcelos;20.21;445
029afd138865d20a;Rafael;Alves;20.2;446
c15fa95b9a12fde4;Junior;Tafa;20.08;447
98215d037be5bcb7;Cynthia;Calvillo;19.97;448
ee18ff42063174df;Ottman;Azaitar;19.81;449
6e9f40c706f91f32;Nate;Maness;19.77;450
866fd7b1a6c90e7f;Dusko;Todorovic;19.76;451
814ff3018127e8fc;Ricky;Glenn;19.7;452
24656ef4d605c96f;Aiemann;Zahabi;19.53;453
7be14eaed4c74856;Brian;Kelleher;19.25;454
60a42bf82447c919;Jake;Hadley;19.19;455
849c5d9979df5357;Mateusz;Rebecki;18.93;456
4ba8d454f762005d;Zak;Cummings;18.76;457
f9ab66e67240db7b;Joselyne;Edwards;18.49;458
94527830000ab715;Rani;Yahya;18.45;459
cffb87059e645bd1;Denise;Gomes;18.3;460
70e1f8a821b72c8b;Jimmy;Crute;18.13;461
d7338bcb141abd2c;Antonina;Shevchenko;17.96;462
0d5cc0170c1a7e71;Mick;Parkin;17.5;463
4461d7e47375a895;Tatsuro;Taira;17.3;464
01b352b6a9074d5c;Chase;Sherman;17.06;465
68d35296f566792b;Josiane;Nunes;17.05;466
da816417a579a0bd;Gavin;Tucker;17.0;467
19c591115a58982c;Viacheslav;Borshchev;16.98;468
12585614e0ed2626;Nick;Maximov;16.9;469
4498b382c65a7faa;Roxanne;Modafferi;16.78;470
64facb6cc564262d;Punahele;Soriano;16.7;471
83455a9d17f57dae;Rafael;Estevam;16.42;472
49e96ff8ab781589;Tyson;Pedro;16.37;473
e94085e821bd81de;Sam;Hughes;16.17;474
11583163f45c7b31;Lucas;Alexander;16.15;475
2e7878927067fdca;Manuel;Torres;16.07;476
068f8a189a47fea6;Maurice;Greene;15.64;477
4682bc59d5f55145;Sean;Woodson;15.43;478
e7e01e266a9d4342;Ronnie;Lawrence;15.42;479
7cbf7c78d3b34218;Drakkar;Klose;14.7;480
528b071cf3da7c56;Luana;Carolina;14.68;481
601964f9654f911a;Tony;Gravely;14.54;482
d7e40dca3ae125be;Diana;Belbita;14.5;483
20bccc9bb4ceb23e;Melquizael;Costa;14.38;484
e1d40e8782d80bc2;William;Gomis;14.3;485
ac40f7e3cbecdda4;Parker;Porter;13.56;486
b7b84ccd221be298;Nasrat;Haqparast;13.56;487
a09ed60aa67a3f67;Farid;Basharat;13.55;488
009c4420727149ea;AJ;Dobson;13.5;489
06e4245d16fc5315;Ailin;Perez;13.38;490
c0ac37a4a1133da9;Marcus;McGhee;13.36;491
436f970c9ea9169c;Gabriel;Benitez;12.76;492
1ae8f3c723aacff4;Ricardo;Ramos;12.75;493
d05412b513b19621;Guido;Cannetti;12.56;494
4959f10a62f3fec3;Cheyanne;Vlismas;12.49;495
814e5233e2acf2ee;Charles;Johnson;12.42;496
ac026518a9b4dc0f;Jordan;Leavitt;11.99;497
77d7295d1b22c694;Alessio;Di Chirico;11.92;498
