href;firstName;lastName;rank_score;rank_score
40cb680ae1cd331f;Yazmin;Jauregui;6.64;450
7be74a12d7352df2;Sara;McMann;6.62;451
84f727cf0166d6f2;Jose;Johnson;6.61;452
1291edf2d566a71a;Julio;Arce;6.6;453
b9f28e7045fdfce7;Raoni;Barcelos;6.59;454
82d4c957649faf9b;Miguel;Baeza;6.56;455
7be14eaed4c74856;Brian;Kelleher;6.51;456
260bd4cef10b033f;Ihor;Potieria;6.5;457
aceffa19749c4dc0;Zubaira;Tukhugov;6.48;458
d0e1b42d41dab603;Julian;Marquez;6.44;459
8866c6f509c19089;Ryan;Hall;6.39;460
f41b9f5efc7162d6;Jamal;Pogues;6.38;461
b12fb759e02378de;Gilbert;Urbina;6.33;462
a7151778b3381036;Kurt;Holobaugh;6.32;463
4f3064faf17aa711;Tamires;Vidal;6.3;464
fb3e61720be4690c;Mike;Davis;6.27;465
147e70aa6cc48cfc;Tresean;Gore;6.26;466
2c9d00968f818270;Hakeem;Dawodu;6.24;467
008ea710276c9606;Jeff;Molina;6.23;468
323d4ca260dfa0ba;Esteban;Ribovics;6.21;469
da816417a579a0bd;Gavin;Tucker;6.17;470
cdadae5363b66eef;Francisco;Figueiredo;6.16;471
1a08b01fdabb6ae2;Tony;Kelley;6.14;472
2f13e4020cea5b38;Raphael;Assuncao;6.12;473
e7bba7ce4d6c7b07;Casey;Kenney;6.1;474
ae7fe94f117f98cf;Joaquim;Silva;6.1;475
4c2d90e335e6df19;Alexis;Davis;6.07;476
710f0f8c5d5c9d41;Lucas;Almeida;6.04;477
b5da8f7d05e85a55;Josh;Parisian;5.96;478
45e738622ea2c02c;Timur;Valiev;5.95;479
3a8176e15b9887c1;Chris;Weidman;5.89;480
11583163f45c7b31;Lucas;Alexander;5.84;481
d7e40dca3ae125be;Diana;Belbita;5.81;482
12585614e0ed2626;Nick;Maximov;5.81;483
34e516ab361afb1c;Darrick;Minner;5.77;484
77d7295d1b22c694;Alessio;Di Chirico;5.75;485
94527830000ab715;Rani;Yahya;5.74;486
a9da3158dd2c2b5a;Jack;Jenkins;5.72;487
bc7d1ad49fcb2d08;Jaqueline;Amorim;5.68;488
de594b35c45c2e9a;Eduarda;Moura;5.58;489
8adcbd525fab8d9b;Elizeu;Zaleski dos Santos;5.54;490
90da09db03e41748;Sergey;Khandozhko;5.51;491
17e97649403ba428;Joshua;Van;5.46;492
20bccc9bb4ceb23e;Melquizael;Costa;5.45;493
b4880ef2f838d4e1;Silvana;Gomez Juarez;5.44;494
009c4420727149ea;AJ;Dobson;5.42;495
1497e735d9f2560a;Ange;Loosa;5.34;496
830f60497fab345a;Jamie;Pickett;5.29;497
d8da10db80131bec;Niko;Price;5.29;498
bd58d34e39b7b12a;Ben;Rothwell;5.23;499
dee294e9717012c2;Malcolm;Gordon;5.23;500
56f7d7ee06be4aab;Zac;Pauga;5.23;501
